"scenario","scenario_label","variable","offset_q","quarter","baseline","scenario_value","deviation","unit"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NV",12,"2013Q1",-230.999752668739,-229.753659982642,-0.539434640816916,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NV",16,"2014Q1",-1180.94283288776,-1173.92582523943,-0.594186903286731,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NV",20,"2015Q1",1081.9585590441,1079.01024467458,-0.272497901594415,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",0,"2010Q1",64257.0951927161,60685.9337427619,-5.55761420469408,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",1,"2010Q2",74756.9960996815,70787.8644810846,-5.3093781527878,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",2,"2010Q3",75028.3411221443,71552.6490188034,-4.63250559902769,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",4,"2011Q1",74850.1054196773,72090.0979420892,-3.68737954624514,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",8,"2012Q1",75636.5257140239,74183.9563412638,-1.92046019968204,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",12,"2013Q1",76735.1734980162,75948.0947732632,-1.02570788449882,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",16,"2014Q1",88292.2107241094,87591.4723038074,-0.793658256549468,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NX",20,"2015Q1",83815.2097601165,83159.6077905907,-0.782199282686447,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",0,"2010Q1",6512.14614668889,6180.29541567137,-5.09587351915094,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",1,"2010Q2",6731.97964302525,6396.67963975639,-4.98070435516322,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",2,"2010Q3",7171.83955172694,6832.03705696133,-4.73801027358168,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",4,"2011Q1",7689.85258937629,7368.80382710146,-4.17496640596691,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",8,"2012Q1",8114.82731508686,7913.84161806581,-2.47677109095581,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",12,"2013Q1",8909.42260055473,8776.42042273238,-1.49282600888274,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",16,"2014Q1",10684.6864642735,10571.7072172394,-1.05739412580712,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXAG",20,"2015Q1",11218.5931531798,11118.1135435608,-0.895652496235877,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",0,"2010Q1",7779.13570738608,7475.91780741072,-3.89783533005424,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",1,"2010Q2",7804.98794880383,7428.55836112934,-4.8229361806021,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",2,"2010Q3",7668.84985247805,7311.15533733621,-4.66425242406143,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",4,"2011Q1",7702.83287796107,7366.87740630453,-4.36145346756467,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",8,"2012Q1",7978.85825672618,7732.38716029498,-3.08905219895866,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",12,"2013Q1",7685.5178435368,7535.24237843124,-1.95530695738262,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",16,"2014Q1",8210.68104171561,8103.32254614278,-1.30754677994898,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXM",20,"2015Q1",9003.62482922514,8915.43715681386,-0.979468537216621,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",0,"2010Q1",2827.01803502906,2788.17301523203,-1.37406338819591,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",1,"2010Q2",2996.99158686031,2945.39172204026,-1.72172204440901,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",2,"2010Q3",3287.96336835857,3234.73125095291,-1.61899971021381,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",4,"2011Q1",2745.99332705199,2712.38657143608,-1.22384695129575,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",8,"2012Q1",2773.99426672551,2751.84715277011,-0.798383551871895,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",12,"2013Q1",2612.94054072953,2599.50599399427,-0.514154322528815,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",16,"2014Q1",2317.98783112754,2309.18390712379,-0.379808896558076,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXO",20,"2015Q1",2338.9825388182,2331.71002031275,-0.310926583878024,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",0,"2010Q1",33140.9928773566,30506.7747116776,-7.94851915097214,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",1,"2010Q2",43132.4072980942,40163.0251089951,-6.88434143862473,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",2,"2010Q3",42550.1873375585,40033.7170319076,-5.91412274095817,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",4,"2011Q1",42858.7865840239,40948.3843793808,-4.45743418539811,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",8,"2012Q1",42873.2587791319,41985.7553326058,-2.07006295252309,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",12,"2013Q1",42917.0448794362,42494.9458616791,-0.983523024343458,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",16,"2014Q1",51373.4355846911,50966.1283041481,-0.792836367487171,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXRE",20,"2015Q1",43363.8093661132,42976.3918373951,-0.893412120340342,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",0,"2010Q1",13997.8024262555,13734.7727927702,-1.87907805436596,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",1,"2010Q2",14090.6296228979,13854.2096491635,-1.6778524456439,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",2,"2010Q3",14349.5010120223,14141.0083416453,-1.45296111831548,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",4,"2011Q1",13852.6400412641,13693.6457578664,-1.14775438417603,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",8,"2012Q1",13895.5870963534,13800.1250775271,-0.68699521772162,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",12,"2013Q1",14610.2476337589,14541.9801164262,-0.467257770326879,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",16,"2014Q1",15705.4198023016,15641.1303291534,-0.409345779721015,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NXS",20,"2015Q1",17890.1998727801,17817.9552325082,-0.403822432312895,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",0,"2010Q1",327079.003505604,327077.469188823,-0.00046909669070283,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",1,"2010Q2",339479.05933639,337904.789073186,-0.463731184563076,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",2,"2010Q3",344358.899783603,342231.605512325,-0.617754985456742,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",4,"2011Q1",356029.471128778,354259.008962425,-0.497279666410944,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",8,"2012Q1",373902.603273963,373164.605154091,-0.197377101258422,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",12,"2013Q1",385491.52358738,384504.95515276,-0.255924806189878,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",16,"2014Q1",403682.910111997,402252.074307228,-0.354445474140053,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NY",20,"2015Q1",408722.061356514,407222.275469131,-0.366945175997002,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",0,"2010Q1",173070.779142739,173142.996243859,0.0417269174363355,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",1,"2010Q2",181261.909235997,179944.148283004,-0.726992757908784,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",2,"2010Q3",182599.009444655,180979.010592572,-0.887189288162182,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",4,"2011Q1",187497.413130058,186563.214276802,-0.49824626252738,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",8,"2012Q1",193686.304716233,193781.23267296,0.0490111868601151,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",12,"2013Q1",200956.478981022,200573.031871965,-0.190811020874349,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",16,"2014Q1",212280.09036839,211355.982020349,-0.435325021031097,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NYEXCOE",20,"2015Q1",212594.357011791,211591.159492018,-0.47188341867278,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",0,"2010Q1",7727.94297696475,7727.94297696475,0,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",1,"2010Q2",7427.35366979058,7431.73755862649,0.0590235638534331,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",2,"2010Q3",6950.80767276255,7003.28707768787,0.755011610103451,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",4,"2011Q1",6450.70293272921,6701.27470542256,3.8844103550641,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",8,"2012Q1",6662.14918131438,7031.29073279905,5.54087789748106,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",12,"2013Q1",6834.0767244229,7050.38251808049,3.16510631033124,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",16,"2014Q1",7807.94812011832,7860.99496365541,0.679395440658803,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","OTC",20,"2015Q1",7909.64212213381,7847.61094332891,-0.784247603710386,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",0,"2010Q1",311.48429007963,311.217019396698,-0.0858055097623822,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",1,"2010Q2",313.352321594552,312.808337682882,-0.173601366315868,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",2,"2010Q3",315.231676446586,314.552015491781,-0.215606807813828,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",4,"2011Q1",321.247968023187,320.23292630334,-0.315968292684587,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",8,"2012Q1",326.409111617263,324.906000361927,-0.460499171695328,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",12,"2013Q1",334.636147107551,332.994895468046,-0.490458563335738,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",16,"2014Q1",344.785810943766,343.148425126065,-0.47489942037322,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","P",20,"2015Q1",349.633861370314,348.042175256064,-0.455243696366225,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",0,"2010Q1",0.0335230492769108,0.0335230492769108,0,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",1,"2010Q2",0.0340520699132732,0.0340518347352901,-0.00069064225369786,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",2,"2010Q3",0.0346161137207248,0.0346100317382766,-0.0175698014434289,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",4,"2011Q1",0.0355463385392757,0.035508493892443,-0.106465668161426,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",8,"2012Q1",0.037789125432203,0.0377020369326051,-0.230459156177665,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",12,"2013Q1",0.0384611686683442,0.0383688210988634,-0.240105989178752,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",16,"2014Q1",0.0397422170617075,0.039649526779619,-0.233228765130467,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PAE",20,"2015Q1",0.0401431614359583,0.0400478650911891,-0.237391230187955,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",0,"2010Q1",86.8990179578699,86.7173804280397,-0.209021383783892,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",1,"2010Q2",87.3759640918868,87.14703378106,-0.262006048466701,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",2,"2010Q3",87.488789726064,87.2481325648296,-0.275071997210075,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",4,"2011Q1",88.6593269408594,88.3580985350407,-0.339759409655394,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",8,"2012Q1",90.4337997637659,90.0400208338857,-0.435433356675019,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",12,"2013Q1",92.9614968811395,92.5427552304172,-0.450446329686027,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",16,"2014Q1",95.2398417630941,94.8232612021294,-0.437401567718787,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PC",20,"2015Q1",96.4376990826571,96.0284631211048,-0.424352681000406,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",0,"2010Q1",87.3685792299163,87.1010478809255,-0.306210025788289,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",1,"2010Q2",87.8594162440926,87.5360295040117,-0.368072944148112,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",2,"2010Q3",88.2767965409805,87.924510172864,-0.399070176898686,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",4,"2011Q1",89.3491066008348,88.98274172459,-0.410037537231889,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",8,"2012Q1",90.540915549703,90.2260909220793,-0.347715312698449,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",12,"2013Q1",92.5338690998433,92.138316763097,-0.427467629522282,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",16,"2014Q1",94.724686952782,94.2542681985885,-0.496616847546838,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDFD",20,"2015Q1",96.369363786696,95.9378117815242,-0.447810370655755,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",0,"2010Q1",87.2434271889836,86.9676697641627,-0.316078166236677,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",1,"2010Q2",87.672065172984,87.3179186611787,-0.403944530229206,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",2,"2010Q3",88.0090452968957,87.6246671550339,-0.436748450758773,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",4,"2011Q1",89.0321795099637,88.6498168027289,-0.42946573849959,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",8,"2012Q1",90.3795471593192,90.0890208876663,-0.321451346885848,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",12,"2013Q1",92.4106664726514,92.0213032974035,-0.421340079138077,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",16,"2014Q1",94.7341405750062,94.2468670928861,-0.514358898663614,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PDPFD",20,"2015Q1",96.3492262606053,95.9106670994776,-0.455176630003695,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",0,"2010Q1",306.214563484807,306.213028133157,-0.000501397331442721,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",1,"2010Q2",308.505883401693,308.356779474894,-0.0483309832395196,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",2,"2010Q3",311.037445140475,310.692263363141,-0.110977563225101,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",4,"2011Q1",314.468625600302,313.701728052582,-0.243870925519396,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",8,"2012Q1",320.803591683337,319.404513678124,-0.436116689925781,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",12,"2013Q1",328.889970696308,327.292096279018,-0.4858385963875,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",16,"2014Q1",337.858842622645,336.255886519655,-0.474445508232524,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PEX",20,"2015Q1",345.34833880582,343.777434241166,-0.454875378896025,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PG",0,"2010Q1",87.3588728417507,87.1180859137654,-0.275629618552287,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PG",1,"2010Q2",87.988505836912,87.7646483723644,-0.254416713203953,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PG",2,"2010Q3",88.7919761639387,88.5444322305467,-0.278790881886692,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PG",4,"2011Q1",90.4894893119921,90.1762189826683,-0.3461952672135,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PG",8,"2012Q1",91.9692495896962,91.5683896184024,-0.43586304453076,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","PG",12,"2013Q1",93.7867209797106,93.3672490639528,-0.447261522074605,"pct_deviation"
